"ID","age","value"
"1.50.1","Number of Distinct Operators","5"
"1.50.1","Number of Distinct Operands","4"
"1.50.1","Number of Operator Occurrences","7"
"1.50.1","Number of Operand Occurrences","4"
"1.50.1","Component Length","11"
"1.50.1","Component Volume","34.86"
"1.50.1","Vocabulary Size","9"
"1.50.1","Program Level","0.4"
"1.50.1","Program Differences","2.5"
"1.50.1","Effeciency","87.17"
"1.50.1","Program Time","4.84"
"1.50.1","Itergration","13.94"
"1.50.1","Bug","0.01"
"1.50.1","Number of Exit Points","1"
"1.50.1","Number of Statements","3"
"1.50.1","Number of Structuring Levels","2"
"1.50.1","Number of Unconditional Jumps","0"
"1.50.1","Number of Go to Statements","0"
"1.50.1","Number of Decision Statements","2"
"1.50.1","Average Statement Size","3.66"
"1.50.1","Language Scope","1.22"
"1.50.1","Number of Function Parameters","0"
"1.50.1","Number of Calling Functions","0"
"1.50.1","Number of Called Functions","0"
"1.50.1","Cyclomatic Complexity","3"
"1.50.1","Number of Entry Points","1"
"1.50.2","Number of Distinct Operators","6"
"1.50.2","Number of Distinct Operands","5"
"1.50.2","Number of Operator Occurrences","7"
"1.50.2","Number of Operand Occurrences","4"
"1.50.2","Component Length","11"
"1.50.2","Component Volume","38.05"
"1.50.2","Vocabulary Size","11"
"1.50.2","Program Level","0.41"
"1.50.2","Program Differences","2.39"
"1.50.2","Effeciency","91.32"
"1.50.2","Program Time","5.07"
"1.50.2","Itergration","15.85"
"1.50.2","Bug","0.01"
"1.50.2","Number of Exit Points","1"
"1.50.2","Number of Statements","3"
"1.50.2","Number of Structuring Levels","2"
"1.50.2","Number of Unconditional Jumps","0"
"1.50.2","Number of Go to Statements","0"
"1.50.2","Number of Decision Statements","2"
"1.50.2","Average Statement Size","3.66"
"1.50.2","Language Scope","1"
"1.50.2","Number of Function Parameters","0"
"1.50.2","Number of Calling Functions","0"
"1.50.2","Number of Called Functions","0"
"1.50.2","Cyclomatic Complexity","3"
"1.50.2","Number of Entry Points","1"
"1.51.1","Number of Distinct Operators","8"
"1.51.1","Number of Distinct Operands","6"
"1.51.1","Number of Operator Occurrences","20"
"1.51.1","Number of Operand Occurrences","13"
"1.51.1","Component Length","33"
"1.51.1","Component Volume","125.64"
"1.51.1","Vocabulary Size","14"
"1.51.1","Program Level","0.11"
"1.51.1","Program Differences","8.66"
"1.51.1","Effeciency","1088.9"
"1.51.1","Program Time","60.49"
"1.51.1","Itergration","14.49"
"1.51.1","Bug","0.04"
"1.51.1","Number of Exit Points","1"
"1.51.1","Number of Statements","7"
"1.51.1","Number of Structuring Levels","3"
"1.51.1","Number of Unconditional Jumps","0"
"1.51.1","Number of Go to Statements","0"
"1.51.1","Number of Decision Statements","4"
"1.51.1","Average Statement Size","4.71"
"1.51.1","Language Scope","2.35"
"1.51.1","Number of Function Parameters","0"
"1.51.1","Number of Calling Functions","0"
"1.51.1","Number of Called Functions","0"
"1.51.1","Cyclomatic Complexity","5"
"1.51.1","Number of Entry Points","1"
"1.51.2","Number of Distinct Operators","5"
"1.51.2","Number of Distinct Operands","3"
"1.51.2","Number of Operator Occurrences","9"
"1.51.2","Number of Operand Occurrences","6"
"1.51.2","Component Length","15"
"1.51.2","Component Volume","45"
"1.51.2","Vocabulary Size","8"
"1.51.2","Program Level","0.2"
"1.51.2","Program Differences","5"
"1.51.2","Effeciency","225"
"1.51.2","Program Time","12.5"
"1.51.2","Itergration","9"
"1.51.2","Bug","0.01"
"1.51.2","Number of Exit Points","1"
"1.51.2","Number of Statements","4"
"1.51.2","Number of Structuring Levels","2"
"1.51.2","Number of Unconditional Jumps","0"
"1.51.2","Number of Go to Statements","0"
"1.51.2","Number of Decision Statements","2"
"1.51.2","Average Statement Size","3.75"
"1.51.2","Language Scope","1.87"
"1.51.2","Number of Function Parameters","0"
"1.51.2","Number of Calling Functions","0"
"1.51.2","Number of Called Functions","0"
"1.51.2","Cyclomatic Complexity","3"
"1.51.2","Number of Entry Points","1"
"1.52.1","Number of Distinct Operators","3"
"1.52.1","Number of Distinct Operands","11"
"1.52.1","Number of Operator Occurrences","12"
"1.52.1","Number of Operand Occurrences","6"
"1.52.1","Component Length","18"
"1.52.1","Component Volume","68.53"
"1.52.1","Vocabulary Size","14"
"1.52.1","Program Level","1.22"
"1.52.1","Program Differences","0.81"
"1.52.1","Effeciency","56.07"
"1.52.1","Program Time","3.11"
"1.52.1","Itergration","83.76"
"1.52.1","Bug","0.02"
"1.52.1","Number of Exit Points","1"
"1.52.1","Number of Statements","6"
"1.52.1","Number of Structuring Levels","1"
"1.52.1","Number of Unconditional Jumps","0"
"1.52.1","Number of Go to Statements","0"
"1.52.1","Number of Decision Statements","0"
"1.52.1","Average Statement Size","3"
"1.52.1","Language Scope","1.28"
"1.52.1","Number of Function Parameters","1"
"1.52.1","Number of Calling Functions","0"
"1.52.1","Number of Called Functions","0"
"1.52.1","Cyclomatic Complexity","1"
"1.52.1","Number of Entry Points","1"
"1.53.1","Number of Distinct Operators","7"
"1.53.1","Number of Distinct Operands","3"
"1.53.1","Number of Operator Occurrences","6"
"1.53.1","Number of Operand Occurrences","3"
"1.53.1","Component Length","9"
"1.53.1","Component Volume","29.89"
"1.53.1","Vocabulary Size","10"
"1.53.1","Program Level","0.28"
"1.53.1","Program Differences","3.49"
"1.53.1","Effeciency","104.64"
"1.53.1","Program Time","5.81"
"1.53.1","Itergration","8.54"
"1.53.1","Bug","0"
"1.53.1","Number of Exit Points","1"
"1.53.1","Number of Statements","3"
"1.53.1","Number of Structuring Levels","1"
"1.53.1","Number of Unconditional Jumps","0"
"1.53.1","Number of Go to Statements","0"
"1.53.1","Number of Decision Statements","0"
"1.53.1","Average Statement Size","3"
"1.53.1","Language Scope","0.9"
"1.53.1","Number of Function Parameters","0"
"1.53.1","Number of Calling Functions","0"
"1.53.1","Number of Called Functions","0"
"1.53.1","Cyclomatic Complexity","1"
"1.53.1","Number of Entry Points","1"
"1.53.2","Number of Distinct Operators","9"
"1.53.2","Number of Distinct Operands","3"
"1.53.2","Number of Operator Occurrences","8"
"1.53.2","Number of Operand Occurrences","3"
"1.53.2","Component Length","11"
"1.53.2","Component Volume","39.43"
"1.53.2","Vocabulary Size","12"
"1.53.2","Program Level","0.22"
"1.53.2","Program Differences","4.5"
"1.53.2","Effeciency","177.45"
"1.53.2","Program Time","9.85"
"1.53.2","Itergration","8.76"
"1.53.2","Bug","0.01"
"1.53.2","Number of Exit Points","1"
"1.53.2","Number of Statements","6"
"1.53.2","Number of Structuring Levels","3"
"1.53.2","Number of Unconditional Jumps","0"
"1.53.2","Number of Go to Statements","0"
"1.53.2","Number of Decision Statements","4"
"1.53.2","Average Statement Size","1.83"
"1.53.2","Language Scope","0.91"
"1.53.2","Number of Function Parameters","0"
"1.53.2","Number of Calling Functions","0"
"1.53.2","Number of Called Functions","0"
"1.53.2","Cyclomatic Complexity","5"
"1.53.2","Number of Entry Points","1"
"1.54.1","Number of Distinct Operators","12"
"1.54.1","Number of Distinct Operands","14"
"1.54.1","Number of Operator Occurrences","28"
"1.54.1","Number of Operand Occurrences","23"
"1.54.1","Component Length","51"
"1.54.1","Component Volume","239.72"
"1.54.1","Vocabulary Size","26"
"1.54.1","Program Level","0.1"
"1.54.1","Program Differences","9.85"
"1.54.1","Effeciency","2362.97"
"1.54.1","Program Time","131.27"
"1.54.1","Itergration","24.31"
"1.54.1","Bug","0.07"
"1.54.1","Number of Exit Points","1"
"1.54.1","Number of Statements","10"
"1.54.1","Number of Structuring Levels","2"
"1.54.1","Number of Unconditional Jumps","0"
"1.54.1","Number of Go to Statements","0"
"1.54.1","Number of Decision Statements","2"
"1.54.1","Average Statement Size","5.09"
"1.54.1","Language Scope","1.96"
"1.54.1","Number of Function Parameters","0"
"1.54.1","Number of Calling Functions","0"
"1.54.1","Number of Called Functions","0"
"1.54.1","Cyclomatic Complexity","3"
"1.54.1","Number of Entry Points","1"
"1.55.1","Number of Distinct Operators","6"
"1.55.1","Number of Distinct Operands","4"
"1.55.1","Number of Operator Occurrences","7"
"1.55.1","Number of Operand Occurrences","6"
"1.55.1","Component Length","13"
"1.55.1","Component Volume","43.18"
"1.55.1","Vocabulary Size","10"
"1.55.1","Program Level","0.22"
"1.55.1","Program Differences","4.49"
"1.55.1","Effeciency","194.33"
"1.55.1","Program Time","10.79"
"1.55.1","Itergration","9.59"
"1.55.1","Bug","0.01"
"1.55.1","Number of Exit Points","1"
"1.55.1","Number of Statements","3"
"1.55.1","Number of Structuring Levels","1"
"1.55.1","Number of Unconditional Jumps","0"
"1.55.1","Number of Go to Statements","0"
"1.55.1","Number of Decision Statements","0"
"1.55.1","Average Statement Size","4.33"
"1.55.1","Language Scope","1.3"
"1.55.1","Number of Function Parameters","2"
"1.55.1","Number of Calling Functions","0"
"1.55.1","Number of Called Functions","0"
"1.55.1","Cyclomatic Complexity","1"
"1.55.1","Number of Entry Points","1"
"1.56.1","Number of Distinct Operators","3"
"1.56.1","Number of Distinct Operands","0"
"1.56.1","Number of Operator Occurrences","3"
"1.56.1","Number of Operand Occurrences","0"
"1.56.1","Component Length","3"
"1.56.1","Component Volume","4.75"
"1.56.1","Vocabulary Size","3"
"1.56.1","Program Level","0"
"1.56.1","Program Differences","0"
"1.56.1","Effeciency","0"
"1.56.1","Program Time","0"
"1.56.1","Itergration","0"
"1.56.1","Bug","0"
"1.56.1","Number of Exit Points","1"
"1.56.1","Number of Statements","1"
"1.56.1","Number of Structuring Levels","1"
"1.56.1","Number of Unconditional Jumps","0"
"1.56.1","Number of Go to Statements","0"
"1.56.1","Number of Decision Statements","0"
"1.56.1","Average Statement Size","3"
"1.56.1","Language Scope","1"
"1.56.1","Number of Function Parameters","2"
"1.56.1","Number of Calling Functions","0"
"1.56.1","Number of Called Functions","0"
"1.56.1","Cyclomatic Complexity","1"
"1.56.1","Number of Entry Points","1"
"1.56.2","Number of Distinct Operators","4"
"1.56.2","Number of Distinct Operands","1"
"1.56.2","Number of Operator Occurrences","3"
"1.56.2","Number of Operand Occurrences","1"
"1.56.2","Component Length","4"
"1.56.2","Component Volume","9.28"
"1.56.2","Vocabulary Size","5"
"1.56.2","Program Level","0.5"
"1.56.2","Program Differences","2"
"1.56.2","Effeciency","18.57"
"1.56.2","Program Time","1.03"
"1.56.2","Itergration","4.64"
"1.56.2","Bug","0"
"1.56.2","Number of Exit Points","1"
"1.56.2","Number of Statements","1"
"1.56.2","Number of Structuring Levels","1"
"1.56.2","Number of Unconditional Jumps","0"
"1.56.2","Number of Go to Statements","0"
"1.56.2","Number of Decision Statements","0"
"1.56.2","Average Statement Size","4"
"1.56.2","Language Scope","0.8"
"1.56.2","Number of Function Parameters","0"
"1.56.2","Number of Calling Functions","0"
"1.56.2","Number of Called Functions","0"
"1.56.2","Cyclomatic Complexity","1"
"1.56.2","Number of Entry Points","1"
"1.56.3","Number of Distinct Operators","4"
"1.56.3","Number of Distinct Operands","4"
"1.56.3","Number of Operator Occurrences","7"
"1.56.3","Number of Operand Occurrences","5"
"1.56.3","Component Length","12"
"1.56.3","Component Volume","36"
"1.56.3","Vocabulary Size","8"
"1.56.3","Program Level","0.4"
"1.56.3","Program Differences","2.5"
"1.56.3","Effeciency","90"
"1.56.3","Program Time","5"
"1.56.3","Itergration","14.4"
"1.56.3","Bug","0.01"
"1.56.3","Number of Exit Points","1"
"1.56.3","Number of Statements","4"
"1.56.3","Number of Structuring Levels","1"
"1.56.3","Number of Unconditional Jumps","0"
"1.56.3","Number of Go to Statements","0"
"1.56.3","Number of Decision Statements","0"
"1.56.3","Average Statement Size","3"
"1.56.3","Language Scope","1.5"
"1.56.3","Number of Function Parameters","0"
"1.56.3","Number of Calling Functions","0"
"1.56.3","Number of Called Functions","0"
"1.56.3","Cyclomatic Complexity","1"
"1.56.3","Number of Entry Points","1"
"1.56.4","Number of Distinct Operators","5"
"1.56.4","Number of Distinct Operands","2"
"1.56.4","Number of Operator Occurrences","4"
"1.56.4","Number of Operand Occurrences","2"
"1.56.4","Component Length","6"
"1.56.4","Component Volume","16.84"
"1.56.4","Vocabulary Size","7"
"1.56.4","Program Level","0.4"
"1.56.4","Program Differences","2.5"
"1.56.4","Effeciency","42.11"
"1.56.4","Program Time","2.33"
"1.56.4","Itergration","6.73"
"1.56.4","Bug","0"
"1.56.4","Number of Exit Points","1"
"1.56.4","Number of Statements","3"
"1.56.4","Number of Structuring Levels","1"
"1.56.4","Number of Unconditional Jumps","0"
"1.56.4","Number of Go to Statements","0"
"1.56.4","Number of Decision Statements","0"
"1.56.4","Average Statement Size","2"
"1.56.4","Language Scope","0.85"
"1.56.4","Number of Function Parameters","0"
"1.56.4","Number of Calling Functions","0"
"1.56.4","Number of Called Functions","0"
"1.56.4","Cyclomatic Complexity","1"
"1.56.4","Number of Entry Points","1"
"1.57.1","Number of Distinct Operators","9"
"1.57.1","Number of Distinct Operands","5"
"1.57.1","Number of Operator Occurrences","20"
"1.57.1","Number of Operand Occurrences","13"
"1.57.1","Component Length","33"
"1.57.1","Component Volume","125.64"
"1.57.1","Vocabulary Size","14"
"1.57.1","Program Level","0.08"
"1.57.1","Program Differences","11.7"
"1.57.1","Effeciency","1470.01"
"1.57.1","Program Time","81.66"
"1.57.1","Itergration","10.73"
"1.57.1","Bug","0.04"
"1.57.1","Number of Exit Points","3"
"1.57.1","Number of Statements","6"
"1.57.1","Number of Structuring Levels","3"
"1.57.1","Number of Unconditional Jumps","0"
"1.57.1","Number of Go to Statements","0"
"1.57.1","Number of Decision Statements","4"
"1.57.1","Average Statement Size","5.5"
"1.57.1","Language Scope","2.35"
"1.57.1","Number of Function Parameters","1"
"1.57.1","Number of Calling Functions","0"
"1.57.1","Number of Called Functions","0"
"1.57.1","Cyclomatic Complexity","5"
"1.57.1","Number of Entry Points","1"
"1.57.2","Number of Distinct Operators","10"
"1.57.2","Number of Distinct Operands","6"
"1.57.2","Number of Operator Occurrences","15"
"1.57.2","Number of Operand Occurrences","9"
"1.57.2","Component Length","24"
"1.57.2","Component Volume","96"
"1.57.2","Vocabulary Size","16"
"1.57.2","Program Level","0.13"
"1.57.2","Program Differences","7.49"
"1.57.2","Effeciency","719.99"
"1.57.2","Program Time","39.99"
"1.57.2","Itergration","12.8"
"1.57.2","Bug","0.03"
"1.57.2","Number of Exit Points","2"
"1.57.2","Number of Statements","4"
"1.57.2","Number of Structuring Levels","2"
"1.57.2","Number of Unconditional Jumps","0"
"1.57.2","Number of Go to Statements","0"
"1.57.2","Number of Decision Statements","2"
"1.57.2","Average Statement Size","6"
"1.57.2","Language Scope","1.5"
"1.57.2","Number of Function Parameters","1"
"1.57.2","Number of Calling Functions","0"
"1.57.2","Number of Called Functions","0"
"1.57.2","Cyclomatic Complexity","3"
"1.57.2","Number of Entry Points","1"
"1.58.1","Number of Distinct Operators","7"
"1.58.1","Number of Distinct Operands","8"
"1.58.1","Number of Operator Occurrences","19"
"1.58.1","Number of Operand Occurrences","12"
"1.58.1","Component Length","31"
"1.58.1","Component Volume","121.11"
"1.58.1","Vocabulary Size","15"
"1.58.1","Program Level","0.19"
"1.58.1","Program Differences","5.24"
"1.58.1","Effeciency","635.84"
"1.58.1","Program Time","35.32"
"1.58.1","Itergration","23.06"
"1.58.1","Bug","0.04"
"1.58.1","Number of Exit Points","1"
"1.58.1","Number of Statements","6"
"1.58.1","Number of Structuring Levels","2"
"1.58.1","Number of Unconditional Jumps","0"
"1.58.1","Number of Go to Statements","0"
"1.58.1","Number of Decision Statements","2"
"1.58.1","Average Statement Size","5.16"
"1.58.1","Language Scope","2.06"
"1.58.1","Number of Function Parameters","0"
"1.58.1","Number of Calling Functions","0"
"1.58.1","Number of Called Functions","0"
"1.58.1","Cyclomatic Complexity","3"
"1.58.1","Number of Entry Points","1"
"1.59.1","Number of Distinct Operators","2"
"1.59.1","Number of Distinct Operands","8"
"1.59.1","Number of Operator Occurrences","9"
"1.59.1","Number of Operand Occurrences","4"
"1.59.1","Component Length","13"
"1.59.1","Component Volume","43.18"
"1.59.1","Vocabulary Size","10"
"1.59.1","Program Level","2"
"1.59.1","Program Differences","0.5"
"1.59.1","Effeciency","21.59"
"1.59.1","Program Time","1.19"
"1.59.1","Itergration","86.37"
"1.59.1","Bug","0.01"
"1.59.1","Number of Exit Points","1"
"1.59.1","Number of Statements","5"
"1.59.1","Number of Structuring Levels","1"
"1.59.1","Number of Unconditional Jumps","0"
"1.59.1","Number of Go to Statements","0"
"1.59.1","Number of Decision Statements","0"
"1.59.1","Average Statement Size","2.59"
"1.59.1","Language Scope","1.3"
"1.59.1","Number of Function Parameters","0"
"1.59.1","Number of Calling Functions","0"
"1.59.1","Number of Called Functions","0"
"1.59.1","Cyclomatic Complexity","1"
"1.59.1","Number of Entry Points","1"
"1.59.2","Number of Distinct Operators","2"
"1.59.2","Number of Distinct Operands","6"
"1.59.2","Number of Operator Occurrences","7"
"1.59.2","Number of Operand Occurrences","3"
"1.59.2","Component Length","10"
"1.59.2","Component Volume","30"
"1.59.2","Vocabulary Size","8"
"1.59.2","Program Level","2"
"1.59.2","Program Differences","0.5"
"1.59.2","Effeciency","15"
"1.59.2","Program Time","0.83"
"1.59.2","Itergration","60"
